command,intent,target_type,attribute,spatial_relation,spatial_reference,position,intent_id,target_type_id,attribute_id,spatial_relation_id,position_id
trash blue image,delete,image,blue,NONE,NONE,NONE,3,4,2,0,3
launch yellow menu to the left of the settings,open,menu,yellow,left_of,settings,NONE,5,6,10,3,3
copy green text,copy,text,green,NONE,NONE,NONE,2,9,4,0,3
open the last icon,open,icon,NONE,NONE,NONE,last,5,3,0,0,4
scroll to purple text to the left of the search,scroll,text,purple,left_of,search,NONE,7,9,7,3,3
tap on the 1st black link,tap,link,black,NONE,NONE,1st,8,5,1,0,0
delete text to the left of the notifications,delete,text,NONE,left_of,notifications,NONE,3,9,0,3,3
copy the 3rd purple text to the left of the checkout,copy,text,purple,left_of,checkout,3rd,2,9,7,3,2
long-press the 3rd black text,long-press,text,black,NONE,NONE,3rd,4,9,1,0,2
delete button below the home,delete,button,NONE,below,home,NONE,3,1,0,2,3
remove the 2nd green image below the settings,delete,image,green,below,settings,2nd,3,4,4,2,1
open button,open,button,NONE,NONE,NONE,NONE,5,1,0,0,3
open blue menu,open,menu,blue,NONE,NONE,NONE,5,6,2,0,3
launch icon,open,icon,NONE,NONE,NONE,NONE,5,3,0,0,3
tap on button next to the home,tap,button,NONE,next_to,home,NONE,8,1,0,4,3
long-press icon,long-press,icon,NONE,NONE,NONE,NONE,4,3,0,0,3
scroll to the 3rd menu,scroll,menu,NONE,NONE,NONE,3rd,7,6,0,0,2
scroll to the 1st tab below the help,scroll,tab,NONE,below,help,1st,7,8,0,2,0
launch yellow link,open,link,yellow,NONE,NONE,NONE,5,5,10,0,3
long-press icon next to the notifications,long-press,icon,NONE,next_to,notifications,NONE,4,3,0,4,3
scroll down to green text,scroll,text,green,NONE,NONE,NONE,7,9,4,0,3
press and hold the 3rd green image to the left of the help,long-press,image,green,left_of,help,3rd,4,4,4,3,2
open button,open,button,NONE,NONE,NONE,NONE,5,1,0,0,3
paste text next to the profile,paste,text,NONE,next_to,profile,NONE,6,9,0,4,3
copy text to the right of the address,copy,text,NONE,right_of,address,NONE,2,9,0,5,3
paste the 1st orange text above the first email,paste,text,orange,above,first email,1st,6,9,5,1,0
copy purple text,copy,text,purple,NONE,NONE,NONE,2,9,7,0,3
remove button,delete,button,NONE,NONE,NONE,NONE,3,1,0,0,3
copy text next to the help,copy,text,NONE,next_to,help,NONE,2,9,0,4,3
scroll to text,scroll,text,NONE,NONE,NONE,NONE,7,9,0,0,3
trash the 3rd black image above the payment,delete,image,black,above,payment,3rd,3,4,1,1,2
paste text above the wi-fi,paste,text,NONE,above,wi-fi,NONE,6,9,0,1,3
copy the 2nd text,copy,text,NONE,NONE,NONE,2nd,2,9,0,0,1
paste text to the left of the search,paste,text,NONE,left_of,search,NONE,6,9,0,3,3
click the last link below the cart,click,link,NONE,below,cart,last,1,5,0,2,4
copy text,copy,text,NONE,NONE,NONE,NONE,2,9,0,0,3
scroll down to menu to the right of the profile,scroll,menu,NONE,right_of,profile,NONE,7,6,0,5,3
open red tab to the left of the payment,open,tab,red,left_of,payment,NONE,5,8,8,3,3
tap on yellow button,tap,button,yellow,NONE,NONE,NONE,8,1,10,0,3
long-press red icon to the right of the first email,long-press,icon,red,right_of,first email,NONE,4,3,8,5,3
trash the 1st orange image,delete,image,orange,NONE,NONE,1st,3,4,5,0,0
open orange tab above the help,open,tab,orange,above,help,NONE,5,8,5,1,3
tap the 3rd icon,tap,icon,NONE,NONE,NONE,3rd,8,3,0,0,2
remove purple text,delete,text,purple,NONE,NONE,NONE,3,9,7,0,3
paste black text,paste,text,black,NONE,NONE,NONE,6,9,1,0,3
scroll to menu below the profile,scroll,menu,NONE,below,profile,NONE,7,6,0,2,3
paste text below the last item,paste,text,NONE,below,last item,NONE,6,9,0,2,3
tap on button,tap,button,NONE,NONE,NONE,NONE,8,1,0,0,3
launch link below the first email,open,link,NONE,below,first email,NONE,5,5,0,2,3
open menu to the right of the checkout,open,menu,NONE,right_of,checkout,NONE,5,6,0,5,3
delete red image next to the payment,delete,image,red,next_to,payment,NONE,3,4,8,4,3
copy text next to the search,copy,text,NONE,next_to,search,NONE,2,9,0,4,3
copy text,copy,text,NONE,NONE,NONE,NONE,2,9,0,0,3
copy the 2nd white text to the right of the settings,copy,text,white,right_of,settings,2nd,2,9,9,5,1
paste text,paste,text,NONE,NONE,NONE,NONE,6,9,0,0,3
click on switch to the left of the wi-fi,click,switch,NONE,left_of,wi-fi,NONE,1,7,0,3,3
press and hold the 1st text next to the login,long-press,text,NONE,next_to,login,1st,4,9,0,4,0
trash gray button to the left of the wi-fi,delete,button,gray,left_of,wi-fi,NONE,3,1,3,3,3
paste red text to the left of the settings,paste,text,red,left_of,settings,NONE,6,9,8,3,3
paste the 2nd text,paste,text,NONE,NONE,NONE,2nd,6,9,0,0,1
copy text to the left of the cart,copy,text,NONE,left_of,cart,NONE,2,9,0,3,3
tap the 1st purple tab to the left of the help,tap,tab,purple,left_of,help,1st,8,8,7,3,0
paste the 3rd black text below the address,paste,text,black,below,address,3rd,6,9,1,2,2
press and hold the last red icon to the left of the cart,long-press,icon,red,left_of,cart,last,4,3,8,3,4
click on black link next to the address,click,link,black,next_to,address,NONE,1,5,1,4,3
trash the 1st green image,delete,image,green,NONE,NONE,1st,3,4,4,0,0
press link below the search,click,link,NONE,below,search,NONE,1,5,0,2,3
remove text,delete,text,NONE,NONE,NONE,NONE,3,9,0,0,3
copy text,copy,text,NONE,NONE,NONE,NONE,2,9,0,0,3
long-press button,long-press,button,NONE,NONE,NONE,NONE,4,1,0,0,3
press and hold the 2nd text below the home,long-press,text,NONE,below,home,2nd,4,9,0,2,1
copy blue text next to the checkout,copy,text,blue,next_to,checkout,NONE,2,9,2,4,3
scroll to yellow tab next to the last item,scroll,tab,yellow,next_to,last item,NONE,7,8,10,4,3
delete text,delete,text,NONE,NONE,NONE,NONE,3,9,0,0,3
open the 1st link next to the settings,open,link,NONE,next_to,settings,1st,5,5,0,4,0
open purple tab below the menu,open,tab,purple,below,menu,NONE,5,8,7,2,3
tap icon next to the menu,tap,icon,NONE,next_to,menu,NONE,8,3,0,4,3
trash text,delete,text,NONE,NONE,NONE,NONE,3,9,0,0,3
tap on the 2nd red button,tap,button,red,NONE,NONE,2nd,8,1,8,0,1
tap switch above the last item,tap,switch,NONE,above,last item,NONE,8,7,0,1,3
long-press button next to the notifications,long-press,button,NONE,next_to,notifications,NONE,4,1,0,4,3
click on icon above the menu,click,icon,NONE,above,menu,NONE,1,3,0,1,3
long-press button,long-press,button,NONE,NONE,NONE,NONE,4,1,0,0,3
paste text above the login,paste,text,NONE,above,login,NONE,6,9,0,1,3
open menu,open,menu,NONE,NONE,NONE,NONE,5,6,0,0,3
long-press icon,long-press,icon,NONE,NONE,NONE,NONE,4,3,0,0,3
paste text below the last item,paste,text,NONE,below,last item,NONE,6,9,0,2,3
delete text below the help,delete,text,NONE,below,help,NONE,3,9,0,2,3
scroll down to tab,scroll,tab,NONE,NONE,NONE,NONE,7,8,0,0,3
trash text to the left of the home,delete,text,NONE,left_of,home,NONE,3,9,0,3,3
click on orange icon,click,icon,orange,NONE,NONE,NONE,1,3,5,0,3
open menu to the right of the settings,open,menu,NONE,right_of,settings,NONE,5,6,0,5,3
tap white link to the right of the notifications,tap,link,white,right_of,notifications,NONE,8,5,9,5,3
open purple button above the checkout,open,button,purple,above,checkout,NONE,5,1,7,1,3
select pink switch,click,switch,pink,NONE,NONE,NONE,1,7,6,0,3
tap on the last button next to the payment,tap,button,NONE,next_to,payment,last,8,1,0,4,4
press and hold button below the address,long-press,button,NONE,below,address,NONE,4,1,0,2,3
trash pink text above the menu,delete,text,pink,above,menu,NONE,3,9,6,1,3
press and hold the 3rd purple button to the left of the search,long-press,button,purple,left_of,search,3rd,4,1,7,3,2
paste the 3rd text next to the first email,paste,text,NONE,next_to,first email,3rd,6,9,0,4,2
launch menu below the search,open,menu,NONE,below,search,NONE,5,6,0,2,3
copy black text to the left of the search,copy,text,black,left_of,search,NONE,2,9,1,3,3
launch button above the notifications,open,button,NONE,above,notifications,NONE,5,1,0,1,3
press and hold the 2nd button above the login,long-press,button,NONE,above,login,2nd,4,1,0,1,1
scroll down to the 3rd menu above the menu,scroll,menu,NONE,above,menu,3rd,7,6,0,1,2
press and hold the 1st text to the right of the menu,long-press,text,NONE,right_of,menu,1st,4,9,0,5,0
click on image,click,image,NONE,NONE,NONE,NONE,1,4,0,0,3
delete red button next to the payment,delete,button,red,next_to,payment,NONE,3,1,8,4,3
copy text,copy,text,NONE,NONE,NONE,NONE,2,9,0,0,3
paste blue text to the right of the search,paste,text,blue,right_of,search,NONE,6,9,2,5,3
select switch to the right of the checkout,click,switch,NONE,right_of,checkout,NONE,1,7,0,5,3
tap the 1st switch above the search,tap,switch,NONE,above,search,1st,8,7,0,1,0
paste text to the right of the address,paste,text,NONE,right_of,address,NONE,6,9,0,5,3
trash image,delete,image,NONE,NONE,NONE,NONE,3,4,0,0,3
trash text,delete,text,NONE,NONE,NONE,NONE,3,9,0,0,3
delete the 1st text,delete,text,NONE,NONE,NONE,1st,3,9,0,0,0
scroll down to menu below the payment,scroll,menu,NONE,below,payment,NONE,7,6,0,2,3
tap the 2nd link to the left of the menu,tap,link,NONE,left_of,menu,2nd,8,5,0,3,1
tap black checkbox to the right of the profile,tap,checkbox,black,right_of,profile,NONE,8,2,1,5,3
delete yellow text to the left of the cart,delete,text,yellow,left_of,cart,NONE,3,9,10,3,3
scroll down to text to the left of the login,scroll,text,NONE,left_of,login,NONE,7,9,0,3,3
tap on the 1st green icon below the help,tap,icon,green,below,help,1st,8,3,4,2,0
paste text below the first email,paste,text,NONE,below,first email,NONE,6,9,0,2,3
copy text below the login,copy,text,NONE,below,login,NONE,2,9,0,2,3
paste text to the left of the address,paste,text,NONE,left_of,address,NONE,6,9,0,3,3
press green checkbox to the left of the checkout,click,checkbox,green,left_of,checkout,NONE,1,2,4,3,3
tap the 1st checkbox,tap,checkbox,NONE,NONE,NONE,1st,8,2,0,0,0
paste black text to the left of the profile,paste,text,black,left_of,profile,NONE,6,9,1,3,3
trash red text next to the payment,delete,text,red,next_to,payment,NONE,3,9,8,4,3
press and hold button to the right of the login,long-press,button,NONE,right_of,login,NONE,4,1,0,5,3
press and hold the 2nd image,long-press,image,NONE,NONE,NONE,2nd,4,4,0,0,1
copy text next to the profile,copy,text,NONE,next_to,profile,NONE,2,9,0,4,3
tap checkbox above the cart,tap,checkbox,NONE,above,cart,NONE,8,2,0,1,3
tap on tab,tap,tab,NONE,NONE,NONE,NONE,8,8,0,0,3
tap on purple checkbox,tap,checkbox,purple,NONE,NONE,NONE,8,2,7,0,3
scroll to text,scroll,text,NONE,NONE,NONE,NONE,7,9,0,0,3
copy text next to the profile,copy,text,NONE,next_to,profile,NONE,2,9,0,4,3
delete button to the right of the wi-fi,delete,button,NONE,right_of,wi-fi,NONE,3,1,0,5,3
launch tab to the right of the cart,open,tab,NONE,right_of,cart,NONE,5,8,0,5,3
click on the 1st checkbox next to the home,click,checkbox,NONE,next_to,home,1st,1,2,0,4,0
paste green text to the right of the notifications,paste,text,green,right_of,notifications,NONE,6,9,4,5,3
copy text,copy,text,NONE,NONE,NONE,NONE,2,9,0,0,3
tap checkbox above the checkout,tap,checkbox,NONE,above,checkout,NONE,8,2,0,1,3
remove yellow button above the payment,delete,button,yellow,above,payment,NONE,3,1,10,1,3
open icon to the left of the first email,open,icon,NONE,left_of,first email,NONE,5,3,0,3,3
select purple tab,click,tab,purple,NONE,NONE,NONE,1,8,7,0,3
copy text below the menu,copy,text,NONE,below,menu,NONE,2,9,0,2,3
launch the last tab below the search,open,tab,NONE,below,search,last,5,8,0,2,4
tap icon below the first email,tap,icon,NONE,below,first email,NONE,8,3,0,2,3
paste text next to the first email,paste,text,NONE,next_to,first email,NONE,6,9,0,4,3
remove the last image next to the settings,delete,image,NONE,next_to,settings,last,3,4,0,4,4
paste text below the notifications,paste,text,NONE,below,notifications,NONE,6,9,0,2,3
scroll to the 3rd tab,scroll,tab,NONE,NONE,NONE,3rd,7,8,0,0,2
press and hold button next to the settings,long-press,button,NONE,next_to,settings,NONE,4,1,0,4,3
press image,click,image,NONE,NONE,NONE,NONE,1,4,0,0,3
copy pink text next to the notifications,copy,text,pink,next_to,notifications,NONE,2,9,6,4,3
launch icon,open,icon,NONE,NONE,NONE,NONE,5,3,0,0,3
paste text to the left of the profile,paste,text,NONE,left_of,profile,NONE,6,9,0,3,3
delete button next to the help,delete,button,NONE,next_to,help,NONE,3,1,0,4,3
copy orange text above the wi-fi,copy,text,orange,above,wi-fi,NONE,2,9,5,1,3
press and hold text above the cart,long-press,text,NONE,above,cart,NONE,4,9,0,1,3
press and hold the 3rd gray image above the last item,long-press,image,gray,above,last item,3rd,4,4,3,1,2
scroll down to the 3rd blue tab above the first email,scroll,tab,blue,above,first email,3rd,7,8,2,1,2
tap on switch above the login,tap,switch,NONE,above,login,NONE,8,7,0,1,3
scroll to the last menu to the left of the wi-fi,scroll,menu,NONE,left_of,wi-fi,last,7,6,0,3,4
click on icon,click,icon,NONE,NONE,NONE,NONE,1,3,0,0,3
launch gray icon,open,icon,gray,NONE,NONE,NONE,5,3,3,0,3
open gray button to the left of the payment,open,button,gray,left_of,payment,NONE,5,1,3,3,3
trash the 1st image,delete,image,NONE,NONE,NONE,1st,3,4,0,0,0
press icon,click,icon,NONE,NONE,NONE,NONE,1,3,0,0,3
tap link,tap,link,NONE,NONE,NONE,NONE,8,5,0,0,3
scroll to tab above the help,scroll,tab,NONE,above,help,NONE,7,8,0,1,3
tap on pink icon,tap,icon,pink,NONE,NONE,NONE,8,3,6,0,3
tap on icon below the cart,tap,icon,NONE,below,cart,NONE,8,3,0,2,3
copy text next to the settings,copy,text,NONE,next_to,settings,NONE,2,9,0,4,3
launch gray menu to the right of the home,open,menu,gray,right_of,home,NONE,5,6,3,5,3
scroll down to text to the left of the notifications,scroll,text,NONE,left_of,notifications,NONE,7,9,0,3,3
press and hold the 3rd button,long-press,button,NONE,NONE,NONE,3rd,4,1,0,0,2
paste text next to the search,paste,text,NONE,next_to,search,NONE,6,9,0,4,3
delete the 3rd button,delete,button,NONE,NONE,NONE,3rd,3,1,0,0,2
paste text next to the notifications,paste,text,NONE,next_to,notifications,NONE,6,9,0,4,3
scroll down to gray text next to the profile,scroll,text,gray,next_to,profile,NONE,7,9,3,4,3
long-press the last text below the checkout,long-press,text,NONE,below,checkout,last,4,9,0,2,4
remove red button,delete,button,red,NONE,NONE,NONE,3,1,8,0,3
paste the 1st text,paste,text,NONE,NONE,NONE,1st,6,9,0,0,0
trash image,delete,image,NONE,NONE,NONE,NONE,3,4,0,0,3
open the 3rd icon next to the login,open,icon,NONE,next_to,login,3rd,5,3,0,4,2
press gray button below the payment,click,button,gray,below,payment,NONE,1,1,3,2,3
click checkbox,click,checkbox,NONE,NONE,NONE,NONE,1,2,0,0,3
long-press black icon to the right of the profile,long-press,icon,black,right_of,profile,NONE,4,3,1,5,3
tap on the 2nd icon to the left of the menu,tap,icon,NONE,left_of,menu,2nd,8,3,0,3,1
paste text above the first email,paste,text,NONE,above,first email,NONE,6,9,0,1,3
press and hold the last blue icon next to the first email,long-press,icon,blue,next_to,first email,last,4,3,2,4,4
press and hold image,long-press,image,NONE,NONE,NONE,NONE,4,4,0,0,3
remove button,delete,button,NONE,NONE,NONE,NONE,3,1,0,0,3
scroll to yellow tab to the right of the first email,scroll,tab,yellow,right_of,first email,NONE,7,8,10,5,3
remove text,delete,text,NONE,NONE,NONE,NONE,3,9,0,0,3
launch purple link below the first email,open,link,purple,below,first email,NONE,5,5,7,2,3
paste text,paste,text,NONE,NONE,NONE,NONE,6,9,0,0,3
tap the 3rd icon below the wi-fi,tap,icon,NONE,below,wi-fi,3rd,8,3,0,2,2
launch pink icon to the right of the login,open,icon,pink,right_of,login,NONE,5,3,6,5,3
paste text,paste,text,NONE,NONE,NONE,NONE,6,9,0,0,3
long-press the last image to the right of the cart,long-press,image,NONE,right_of,cart,last,4,4,0,5,4
scroll to the 3rd tab above the cart,scroll,tab,NONE,above,cart,3rd,7,8,0,1,2
scroll to tab to the left of the menu,scroll,tab,NONE,left_of,menu,NONE,7,8,0,3,3
copy text above the address,copy,text,NONE,above,address,NONE,2,9,0,1,3
trash red image,delete,image,red,NONE,NONE,NONE,3,4,8,0,3
press checkbox to the left of the last item,click,checkbox,NONE,left_of,last item,NONE,1,2,0,3,3
paste text to the left of the first email,paste,text,NONE,left_of,first email,NONE,6,9,0,3,3
click the 2nd text to the right of the profile,click,text,NONE,right_of,profile,2nd,1,9,0,5,1
copy yellow text,copy,text,yellow,NONE,NONE,NONE,2,9,10,0,3
paste the 2nd text below the help,paste,text,NONE,below,help,2nd,6,9,0,2,1
tap the last purple link,tap,link,purple,NONE,NONE,last,8,5,7,0,4
scroll down to purple tab,scroll,tab,purple,NONE,NONE,NONE,7,8,7,0,3
press and hold button to the left of the cart,long-press,button,NONE,left_of,cart,NONE,4,1,0,3,3
scroll down to tab to the right of the last item,scroll,tab,NONE,right_of,last item,NONE,7,8,0,5,3
scroll to gray tab,scroll,tab,gray,NONE,NONE,NONE,7,8,3,0,3
select black image next to the menu,click,image,black,next_to,menu,NONE,1,4,1,4,3
tap on the last link to the right of the home,tap,link,NONE,right_of,home,last,8,5,0,5,4
scroll to text above the checkout,scroll,text,NONE,above,checkout,NONE,7,9,0,1,3
press and hold the 2nd icon above the home,long-press,icon,NONE,above,home,2nd,4,3,0,1,1
paste the 1st text to the right of the address,paste,text,NONE,right_of,address,1st,6,9,0,5,0
tap the 3rd checkbox to the left of the address,tap,checkbox,NONE,left_of,address,3rd,8,2,0,3,2
trash pink image to the left of the profile,delete,image,pink,left_of,profile,NONE,3,4,6,3,3
trash the 2nd button,delete,button,NONE,NONE,NONE,2nd,3,1,0,0,1
open gray link,open,link,gray,NONE,NONE,NONE,5,5,3,0,3
paste text,paste,text,NONE,NONE,NONE,NONE,6,9,0,0,3
copy blue text above the home,copy,text,blue,above,home,NONE,2,9,2,1,3
long-press green icon to the right of the menu,long-press,icon,green,right_of,menu,NONE,4,3,4,5,3
tap on link,tap,link,NONE,NONE,NONE,NONE,8,5,0,0,3
remove the 3rd button,delete,button,NONE,NONE,NONE,3rd,3,1,0,0,2
copy text below the first email,copy,text,NONE,below,first email,NONE,2,9,0,2,3
launch tab above the cart,open,tab,NONE,above,cart,NONE,5,8,0,1,3
tap on icon to the right of the first email,tap,icon,NONE,right_of,first email,NONE,8,3,0,5,3
press and hold purple button,long-press,button,purple,NONE,NONE,NONE,4,1,7,0,3
click on link below the cart,click,link,NONE,below,cart,NONE,1,5,0,2,3
paste text,paste,text,NONE,NONE,NONE,NONE,6,9,0,0,3
